Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt
Doncaster,4,h,1200000,VB,19/8/17,12,3108,4,2,1,650,,
Doncaster,3,h,1410000,S,19/8/17,12,3108,3,1,2,723,,
Doncaster East,4,h,1320000,SP,19/8/17,14,3109,4,3,2,654,,
Doncaster East,3,h,1408000,S,19/8/17,14,3109,3,1,2,656,,
Donvale,4,h,1200000,PI,19/8/17,16,3111,4,2,2,375,254,1998
Donvale,3,h,988000,S,19/8/17,16,3111,3,2,2,243,150,2012
Eaglemont,3,h,1925000,S,19/8/17,9,3084,3,2,2,780,,
Edithvale,3,h,875000,SP,19/8/17,27,3196,3,1,3,694,136,1975
Elsternwick,3,h,2105000,S,19/8/17,7,3185,3,2,1,346,180,1890
Elsternwick,4,h,2410000,PI,19/8/17,7,3185,4,2,1,390,120,1920
Eltham,3,h,810000,VB,19/8/17,18,3095,3,2,2,868,135,1980
Eltham North,6,h,1115000,S,19/8/17,18,3095,6,3,4,966,332,1990
Elwood,3,h,1380000,S,19/8/17,7,3184,3,1,2,1730,152,2001
Epping,3,h,678000,S,19/8/17,20,3076,3,1,2,553,,1980
Epping,4,h,681000,S,19/8/17,20,3076,4,2,2,647,,
Essendon,4,h,1600000,S,19/8/17,8,3040,4,4,3,543,259,2015
Fairfield,4,h,1280000,S,19/8/17,6,3078,4,2,2,485,133,1920
Fawkner,4,h,874000,S,19/8/17,13,3060,4,1,2,687,,
Ferntree Gully,3,h,770000,S,19/8/17,25,3156,3,1,0,720,,
Ferntree Gully,4,h,875000,S,19/8/17,25,3156,4,3,4,793,225,1980
Fitzroy,1,t,580000,VB,19/8/17,2,3065,1,1,1,782,67,1998
Fitzroy,3,h,2478000,S,19/8/17,2,3065,3,2,,205,106,1885
Flemington,3,t,1017500,S,19/8/17,3,3031,3,2,2,459,153,2003
Footscray,2,h,942000,SP,19/8/17,5,3011,2,1,1,241,91,1915
Footscray,3,h,1320000,S,19/8/17,5,3011,3,2,0,495,,
Frankston,3,h,550000,VB,19/8/17,38,3199,3,2,1,539,,1971
Frankston,3,h,690000,S,19/8/17,38,3199,3,2,2,595,,
Glen Iris,2,h,708000,S,19/8/17,7,3146,2,1,1,151,,
Glen Iris,3,h,1300000,VB,19/8/17,7,3146,3,1,2,403,124,1960
Glen Iris,3,h,1307500,S,19/8/17,7,3146,3,1,1,316,111,1940
Glen Iris,3,h,1390000,PI,19/8/17,7,3146,3,2,1,303,150,1940
Glen Waverley,3,h,1310000,S,19/8/17,17,3150,3,1,1,782,102,1960
Glen Waverley,5,h,1285000,S,19/8/17,17,3150,5,2,1,651,124,1970
Glen Waverley,4,h,1292000,S,19/8/17,17,3150,4,2,2,768,169,1970
Glen Waverley,3,h,1300000,S,19/8/17,17,3150,3,2,3,733,,
Glen Waverley,4,h,1155000,S,19/8/17,17,3150,4,1,1,654,,
Glenroy,4,h,831000,S,19/8/17,11,3046,4,3,3,708,175,2007
Glenroy,3,h,570000,S,19/8/17,11,3046,3,1,1,308,93,1950
Glenroy,2,h,805000,SP,19/8/17,11,3046,2,1,4,712,82,1970
Gowanbrae,4,h,931000,S,19/8/17,13,3043,4,2,2,462,212,2008
Hampton,5,h,2500000,S,19/8/17,14,3188,5,4,2,627,,
Hawthorn,2,h,1600000,PI,19/8/17,5,3122,2,1,,200,101,1890
Hawthorn East,2,h,1700000,S,19/8/17,6,3123,2,1,1,223,,
Heathmont,5,h,1825000,SP,19/8/17,21,3135,5,3,2,779,,1975
Heathmont,3,h,1000000,S,19/8/17,21,3135,3,1,1,715,,
Highett,3,h,1080000,S,19/8/17,16,3190,3,1,2,652,,
Highett,3,h,2585000,S,19/8/17,16,3190,3,2,1,703,,
Highett,5,h,1225000,S,19/8/17,16,3190,5,2,2,506,210,1950
Hillside,4,h,1111000,S,19/8/17,18,3037,4,2,2,2002,,
Hillside,3,h,478000,S,19/8/17,18,3037,3,1,1,318,118,2003
Hoppers Crossing,3,h,520000,S,19/8/17,18,3029,3,1,2,538,112,1980
Jacana,4,h,650000,S,19/8/17,14,3047,4,3,1,693,120,1980
Keilor East,4,h,981000,S,19/8/17,12,3033,4,2,2,633,,
Keilor East,3,h,1295000,S,19/8/17,12,3033,3,3,2,326,271,2012
Keilor East,4,h,1250000,S,19/8/17,12,3033,4,2,2,534,211,1970
Keilor East,4,h,986000,S,19/8/17,12,3033,4,1,2,615,176,1964
Keilor East,3,h,620000,PI,19/8/17,12,3033,3,2,1,292,113,2013
Kensington,2,t,841000,S,19/8/17,3,3031,2,1,1,105,108,2005
Kew,3,h,2180000,S,19/8/17,5,3101,3,1,2,372,126,1905
Kew,4,h,4000000,S,19/8/17,5,3101,4,2,3,792,,
Kew,3,h,1775000,VB,19/8/17,5,3101,3,2,4,733,,
Kew East,3,h,2118000,S,19/8/17,7,3102,3,2,2,664,188,1930
Kilsyth,3,h,710000,SP,19/8/17,26,3137,3,1,2,837,130,1960
Kilsyth,3,h,780000,SP,19/8/17,26,3137,3,2,1,862,162,1986
Lalor,3,h,700000,S,19/8/17,16,3075,3,1,1,537,103,1975
Maidstone,2,h,610000,PI,19/8/17,6,3012,2,1,2,208,,
Malvern East,3,h,2030000,S,19/8/17,8,3145,3,2,2,660,172,1940
Malvern East,3,h,1800000,PI,19/8/17,8,3145,3,2,1,460,123,1910
Maribyrnong,4,h,1500000,S,19/8/17,4,3032,4,2,2,650,174,2000
McKinnon,3,t,1125000,PI,19/8/17,11,3204,3,2,2,305,,
Melton South,3,h,460000,S,19/8/17,30,3338,3,1,1,602,108,1980
Mentone,3,t,881000,S,19/8/17,20,3194,3,2,1,332,,
Mernda,3,h,430000,SP,19/8/17,26,3754,3,2,2,180,,
Mernda,3,h,547000,S,19/8/17,26,3754,3,2,2,410,135,2012
Mill Park,3,h,470000,S,19/8/17,18,3082,3,1,1,290,,
Montmorency,3,h,756000,S,19/8/17,16,3094,3,1,2,204,102,2000
Mount Evelyn,3,h,515000,S,19/8/17,32,3796,3,1,0,915,101,1970
Mount Waverley,4,h,1750000,SA,19/8/17,14,3149,4,2,2,570,,
Mount Waverley,4,h,1340000,S,19/8/17,14,3149,4,2,2,800,160,1970
Niddrie,3,t,1150000,SP,19/8/17,10,3042,3,2,1,317,210,2012
Nunawading,3,h,1218000,S,19/8/17,15,3131,3,1,1,757,125,1953
Oakleigh South,2,h,955500,S,19/8/17,16,3167,2,1,3,697,,
Ormond,3,h,1005500,S,19/8/17,11,3204,3,1,2,369,,
Pascoe Vale,3,h,980000,S,19/8/17,9,3044,3,1,1,546,103,1950
Pascoe Vale,2,t,585500,S,19/8/17,9,3044,2,1,1,100,105,2012
Port Melbourne,3,h,1230000,S,19/8/17,4,3207,3,1,0,340,,
Prahran,3,h,1390000,S,19/8/17,5,3181,3,2,1,125,0,2002
Preston,3,h,961000,S,19/8/17,8,3072,3,1,2,529,144,1970
Preston,3,h,1001000,S,19/8/17,8,3072,3,1,2,464,,
Reservoir,3,h,876000,S,19/8/17,12,3073,3,1,2,653,120,1950
Reservoir,4,h,866000,S,19/8/17,12,3073,4,2,4,576,150,1940
Reservoir,3,h,775500,S,19/8/17,12,3073,3,1,3,586,120,1960
Reservoir,4,h,920000,S,19/8/17,12,3073,4,2,2,743,,
Roxburgh Park,3,h,400000,S,19/8/17,21,3064,3,1,2,368,,
South Melbourne,3,h,1412000,SP,19/8/17,2,3205,3,1,,128,130,1880
South Morang,5,h,597000,S,19/8/17,21,3752,5,3,2,582,175,2000
South Yarra,3,h,1400000,S,19/8/17,3,3141,3,2,2,462,,
Spotswood,2,h,782500,S,19/8/17,6,3015,2,1,1,243,,
Springvale South,3,h,750000,VB,19/8/17,22,3172,3,1,3,775,,
St Albans,3,h,626000,S,19/8/17,14,3021,3,1,2,557,138,1985
Strathmore Heights,3,h,1000000,S,19/8/17,8,3041,3,1,2,534,149,1960
Sunbury,3,h,480500,S,19/8/17,32,3429,3,1,1,664,,
Sunbury,3,h,431250,SP,19/8/17,32,3429,3,2,2,650,,
Sunshine North,3,h,502500,S,19/8/17,11,3020,3,1,3,331,123,1995
Sunshine West,3,h,650000,S,19/8/17,11,3020,3,1,1,650,117,1965
Surrey Hills,5,h,1825000,S,19/8/17,10,3127,5,3,2,368,,
Surrey Hills,3,h,2567500,S,19/8/17,10,3127,3,2,2,1004,,
Templestowe,4,h,1150000,PI,19/8/17,16,3106,4,2,2,779,185,1980
Templestowe Lower,4,h,1280000,PI,19/8/17,12,3107,4,2,2,887,195,1970
Thornbury,2,h,1200000,S,19/8/17,7,3071,2,1,1,277,,
Truganina,4,h,635000,S,19/8/17,18,3029,4,2,2,512,,
Vermont,5,h,1300000,S,19/8/17,17,3133,5,2,2,891,177,1980
Vermont South,4,h,1138000,S,19/8/17,17,3133,4,2,2,784,,
Vermont South,5,h,1360000,S,19/8/17,17,3133,5,3,2,882,212,1970
Vermont South,5,h,1300000,S,19/8/17,17,3133,5,2,2,786,,
Viewbank,4,h,1612000,S,19/8/17,9,3084,4,2,2,1113,,
Wantirna,4,h,1150000,S,19/8/17,15,3152,4,2,2,842,,
Wantirna South,5,h,1235000,S,19/8/17,15,3152,5,3,2,634,294,2000
Warrandyte,4,h,1600000,S,19/8/17,21,3113,4,2,2,4168,,
Watsonia,4,h,900000,SP,19/8/17,15,3087,4,1,1,670,,1960
Werribee,3,h,490000,S,19/8/17,15,3030,3,2,2,536,141,1990
Werribee,3,h,412700,S,19/8/17,15,3030,3,1,1,299,112,2005
West Footscray,4,h,990000,S,19/8/17,6,3012,4,2,2,501,129,1960
West Footscray,3,h,1100500,S,19/8/17,6,3012,3,2,2,427,119,1936
West Footscray,3,h,675000,VB,19/8/17,6,3012,3,1,1,160,,
West Footscray,2,h,855000,S,19/8/17,6,3012,2,1,1,332,,
Wheelers Hill,4,h,1200000,S,19/8/17,17,3150,4,2,2,650,,
Wheelers Hill,4,h,1480000,S,19/8/17,17,3150,4,3,2,649,,
Wheelers Hill,4,h,1500000,S,19/8/17,17,3150,4,2,2,657,,
Wheelers Hill,4,h,1194700,SP,19/8/17,17,3150,4,2,2,875,,
Williamstown,5,h,2550000,PI,19/8/17,7,3016,5,2,2,840,244,1910
Wyndham Vale,3,h,475000,S,19/8/17,27,3024,3,2,1,300,179,
Yallambie,4,h,1025000,S,19/8/17,13,3085,4,2,2,585,212,2014
Aberfeldie,5,h,1830000,S,23/9/17,8,3040,5,4,4,730,373,2014
Airport West,3,h,860000,S,23/9/17,10,3042,3,2,2,593,,
Airport West,3,h,850000,S,23/9/17,10,3042,3,1,2,551,96,1950
Albanvale,3,h,565000,S,23/9/17,14,3021,3,1,2,619,,
Albert Park,3,h,2100000,VB,23/9/17,3,3206,3,2,,137,125,1890
Albion,3,h,760000,S,23/9/17,11,3020,3,1,1,697,121,1950
Altona Meadows,4,h,750000,S,23/9/17,16,3028,4,2,2,636,232,1996
Altona North,3,h,980000,S,23/9/17,9,3025,3,1,2,667,,
Altona North,4,h,970000,S,23/9/17,9,3025,4,1,5,561,,
Armadale,4,h,3000000,VB,23/9/17,6,3143,4,3,2,474,180,1915
Armadale,3,h,1500000,VB,23/9/17,6,3143,3,1,,230,115,1900
Ascot Vale,3,t,1130000,S,23/9/17,4,3032,3,2,1,231,,
Ashburton,3,h,1210000,S,23/9/17,10,3147,3,1,3,407,93,1955
Ashburton,3,h,1840000,SP,23/9/17,10,3147,3,1,2,648,,
Balwyn,5,h,2580000,PI,23/9/17,8,3103,5,5,2,621,575,2009
Balwyn North,4,h,1400000,VB,23/9/17,10,3104,4,2,1,629,,
Bayswater,3,h,755000,S,23/9/17,23,3153,3,2,4,782,,
Bayswater North,3,h,800000,S,23/9/17,23,3153,3,2,5,931,,
Bayswater North,3,h,724000,S,23/9/17,23,3153,3,2,2,482,147,1990
Beaumaris,3,h,1150000,VB,23/9/17,17,3193,3,2,2,335,,1996
Bentleigh,5,h,1915000,PI,23/9/17,11,3204,5,2,2,590,,
Bentleigh,4,h,1410000,PI,23/9/17,11,3204,4,3,4,623,214,1950
Bentleigh East,2,h,1020000,VB,23/9/17,14,3165,2,1,2,597,115,1959
Bentleigh East,4,h,1675000,S,23/9/17,14,3165,4,2,2,400,294,
Berwick,3,h,835000,SP,23/9/17,35,3806,3,2,2,957,,
Black Rock,3,u,945000,S,23/9/17,17,3193,3,2,2,749,,1980
Blackburn,3,h,786000,S,23/9/17,13,3130,3,1,2,1271,,
Blackburn North,5,h,1555000,S,23/9/17,13,3130,5,2,2,602,,
Blackburn North,4,h,1475000,PI,23/9/17,13,3130,4,2,2,582,240,2011
Blackburn South,4,h,1229000,S,23/9/17,13,3130,4,2,2,727,115,1960
Bonbeach,3,h,965000,SP,23/9/17,27,3196,3,2,2,572,127,1950
Box Hill,2,u,653000,S,23/9/17,11,3128,2,1,1,84,77,1970
Brighton East,5,h,2750000,S,23/9/17,10,3187,5,3,3,626,,
Broadmeadows,3,h,575500,S,23/9/17,14,3047,3,1,3,580,,
Brooklyn,3,h,901000,SP,23/9/17,6,3012,3,2,3,738,,
Brunswick,3,h,1150000,S,23/9/17,5,3056,3,1,1,360,,1900
Brunswick,3,h,1280000,SP,23/9/17,5,3056,3,1,2,212,,
Brunswick,3,h,1325000,S,23/9/17,5,3056,3,1,1,331,120,1920
Brunswick,4,h,1630000,VB,23/9/17,5,3056,4,2,1,278,174,1880
Brunswick,4,h,1275000,PI,23/9/17,5,3056,4,1,2,518,,
Brunswick,4,h,1770000,S,23/9/17,5,3056,4,2,3,461,187,1930
Brunswick East,2,h,1065000,S,23/9/17,4,3057,2,1,1,186,,
Brunswick East,2,u,522000,SP,23/9/17,4,3057,2,1,1,186,,
Brunswick West,3,h,1000000,SP,23/9/17,5,3055,3,1,2,399,105,1950
Brunswick West,3,h,1080000,SP,23/9/17,5,3055,3,1,2,218,,
Bulleen,4,h,1300000,PI,23/9/17,11,3105,4,2,3,650,120,1960
Bulleen,3,h,1331000,S,23/9/17,11,3105,3,2,2,697,158,1970
Bundoora,3,h,745000,S,23/9/17,12,3083,3,1,2,586,,1970
Burnside Heights,3,h,655000,S,23/9/17,15,3023,3,2,2,419,,2007
Burwood East,3,h,680000,VB,23/9/17,15,3151,3,1,1,189,,
Camberwell,4,h,2850000,S,23/9/17,8,3124,4,2,8,905,,
Camberwell,5,h,2800000,VB,23/9/17,8,3124,5,2,2,768,254,1990
Carnegie,4,h,1966000,VB,23/9/17,10,3163,4,2,2,627,181,1905
Carnegie,1,u,381000,S,23/9/17,10,3163,1,1,1,2048,55,1970
Caroline Springs,3,h,646000,S,23/9/17,15,3023,3,1,2,238,171,2004
Cheltenham,3,h,1100000,PI,23/9/17,18,3192,3,2,2,603,,
Cheltenham,3,h,1015000,S,23/9/17,18,3192,3,1,2,566,,
Cheltenham,3,t,795000,S,23/9/17,18,3192,3,2,2,138,137,2013
Cheltenham,3,h,1160000,S,23/9/17,18,3192,3,2,2,534,134,1980
Cheltenham,4,h,1160000,S,23/9/17,18,3192,4,2,2,585,,
Clayton South,3,h,800000,S,23/9/17,18,3169,3,1,2,602,,
Coburg,4,h,1000000,S,23/9/17,7,3058,4,2,1,343,,
Coburg,3,h,960000,S,23/9/17,7,3058,3,1,3,491,,
Craigieburn,4,h,735000,S,23/9/17,21,3064,4,2,2,771,255,2006
Craigieburn,4,h,600000,S,23/9/17,21,3064,4,2,2,630,177,2003
Craigieburn,4,h,475000,SP,23/9/17,21,3064,4,2,1,294,146,2011
Craigieburn,3,h,552000,S,23/9/17,21,3064,3,2,2,448,143,2010
Croydon,3,h,840500,S,23/9/17,23,3136,3,1,2,850,,
Croydon,5,h,1180000,S,23/9/17,23,3136,5,3,3,857,285,2012
Deer Park,3,h,632000,S,23/9/17,15,3023,3,1,1,562,118,1960
Delahey,3,h,607500,S,23/9/17,18,3037,3,2,2,528,142,2000
Delahey,3,h,563000,S,23/9/17,18,3037,3,2,2,469,,
Derrimut,4,h,695000,S,23/9/17,15,3030,4,2,2,516,,
Diamond Creek,4,h,990000,S,23/9/17,22,3089,4,3,2,1001,315,2012
Doncaster,4,h,1260000,PI,23/9/17,12,3108,4,3,3,730,,
Doncaster East,4,h,1310000,S,23/9/17,14,3109,4,2,2,664,,
Doncaster East,5,h,1890000,S,23/9/17,14,3109,5,2,2,659,,1975
Donvale,3,u,775000,S,23/9/17,16,3111,3,2,1,294,107,1970
Doreen,2,h,365500,SP,23/9/17,26,3754,2,1,2,184,,
Edithvale,3,h,837000,S,23/9/17,27,3196,3,1,1,441,,
Edithvale,3,h,950000,S,23/9/17,27,3196,3,1,2,560,146,1980
Epping,3,h,646000,S,23/9/17,20,3076,3,2,2,716,114,1979
Epping,3,h,625000,S,23/9/17,20,3076,3,1,2,534,113,1990
Epping,3,h,552500,S,23/9/17,20,3076,3,1,1,521,,
Essendon,3,h,1710000,S,23/9/17,8,3040,3,1,2,795,,
Fawkner,4,h,800000,S,23/9/17,13,3060,4,3,2,308,203,2015
Ferntree Gully,3,h,791100,S,23/9/17,25,3156,3,2,2,640,,1980
Ferntree Gully,2,h,775000,S,23/9/17,25,3156,2,1,1,733,110,1950
Fitzroy,3,h,1210000,PI,23/9/17,2,3065,3,1,,155,,
Fitzroy,2,h,1300000,S,23/9/17,2,3065,2,1,1,125,124,2000
Fitzroy North,3,h,1730000,S,23/9/17,4,3068,3,2,,175,,
Flemington,2,h,1100000,S,23/9/17,3,3031,2,1,1,193,,
Flemington,2,u,452500,S,23/9/17,3,3031,2,1,1,807,54,1970
Forest Hill,4,h,1350000,VB,23/9/17,15,3131,4,2,2,653,653,1970
Forest Hill,4,h,950000,VB,23/9/17,15,3131,4,1,1,607,,1960
Frankston,3,h,634000,S,23/9/17,38,3199,3,1,1,586,,
Frankston South,4,h,1350000,S,23/9/17,38,3199,4,2,2,2716,,
Gladstone Park,3,h,586000,S,23/9/17,13,3043,3,1,1,534,,
Glen Huntly,1,u,600000,S,23/9/17,10,3163,1,1,1,100,,
Glen Iris,3,h,1285000,S,23/9/17,7,3146,3,2,2,374,101,1940
Glen Waverley,4,h,1190000,S,23/9/17,17,3150,4,2,2,653,,
Glen Waverley,3,h,2450000,S,23/9/17,17,3150,3,1,0,984,,
Glen Waverley,4,h,1214000,S,23/9/17,17,3150,4,2,2,694,,
Glen Waverley,4,h,1631888,S,23/9/17,17,3150,4,2,2,740,,1960
Glenroy,3,h,850000,S,23/9/17,11,3046,3,1,1,672,,
Glenroy,3,h,1051000,S,23/9/17,11,3046,3,2,2,913,112,1950
Glenroy,2,h,910000,PI,23/9/17,11,3046,2,1,1,718,,
Greensborough,3,h,785000,S,23/9/17,16,3088,3,1,2,840,137,1960
Hampton,4,h,1800000,PI,23/9/17,14,3188,4,1,2,800,,
Hampton,4,t,2000000,VB,23/9/17,14,3188,4,3,2,360,275,2010
Hampton,4,h,2500000,VB,23/9/17,14,3188,4,2,4,683,199,1980
Hampton East,4,h,1125000,PI,23/9/17,14,3188,4,1,1,700,175,1950
Hawthorn East,3,h,1315000,S,23/9/17,6,3123,3,,,375,,
Hawthorn East,3,h,3600000,S,23/9/17,6,3123,3,2,2,848,158,1929
Heidelberg,3,h,985000,S,23/9/17,9,3084,3,1,2,528,118,1955
Heidelberg Heights,3,h,915000,S,23/9/17,9,3081,3,2,2,604,,
Highett,4,h,1911000,S,23/9/17,16,3190,4,3,2,616,302,2005
Hoppers Crossing,3,h,650000,S,23/9/17,18,3029,3,2,2,913,174,
Hoppers Crossing,3,h,550000,SP,23/9/17,18,3029,3,1,2,635,,1980
Hoppers Crossing,4,h,537000,S,23/9/17,18,3029,4,2,2,572,,
Hoppers Crossing,3,h,568000,S,23/9/17,18,3029,3,2,2,700,,1973
Huntingdale,3,h,1205000,SA,23/9/17,12,3166,3,2,4,622,0,1960
Ivanhoe East,4,h,2040000,VB,23/9/17,8,3079,4,2,2,585,,
Jacana,3,h,605000,S,23/9/17,14,3047,3,1,0,593,,
Kealba,3,h,572000,S,23/9/17,14,3021,3,1,2,554,125,1975
Keilor Downs,3,h,680000,S,23/9/17,16,3038,3,2,2,850,,
Keilor East,3,h,790000,SP,23/9/17,12,3033,3,1,1,610,,1959
Keilor East,4,h,630000,SP,23/9/17,12,3033,3,1,2,185,113,1965
Keilor East,3,h,900000,SP,23/9/17,12,3033,3,1,1,624,,
Kew,4,h,2450000,PI,23/9/17,5,3101,4,2,2,399,192,1920
Kew,3,h,2600000,PI,23/9/17,5,3101,3,1,2,780,,
Kew,2,t,955000,S,23/9/17,5,3101,2,1,1,2835,100,1970
Kew,3,h,1350000,VB,23/9/17,5,3101,3,2,1,275,,1992
Kew,2,h,1630000,S,23/9/17,5,3101,2,1,0,284,88,1920
Kew East,6,h,1875000,PI,23/9/17,7,3102,6,2,2,697,170,1962
Keysborough,3,h,770000,S,23/9/17,25,3173,3,1,4,533,,
Lalor,4,h,766000,S,23/9/17,16,3075,4,2,5,541,110,1980
Lalor,3,h,652000,S,23/9/17,16,3075,3,1,2,533,,
Malvern,3,h,2500000,VB,23/9/17,6,3144,3,2,,395,149,1880
Maribyrnong,2,h,752500,S,23/9/17,4,3032,2,1,,488,113,1910
Meadow Heights,8,h,741000,S,23/9/17,17,3048,8,3,1,1063,101,1980
Melton,3,h,283000,S,23/9/17,32,3337,3,1,0,362,19,1976
Melton West,4,h,430000,SP,23/9/17,32,3337,4,1,3,675,147,1980
Melton West,3,h,439000,S,23/9/17,32,3337,3,2,2,524,115,
Mentone,3,h,815000,S,23/9/17,20,3194,3,2,2,520,,
Mill Park,3,h,665000,S,23/9/17,18,3082,3,1,4,345,,
Mitcham,4,h,890000,S,23/9/17,17,3132,4,2,2,481,166,1965
Mitcham,5,h,1150000,S,23/9/17,17,3132,5,2,2,588,,1970
Mitcham,3,h,902000,PI,23/9/17,17,3132,3,2,2,327,,
Moonee Ponds,3,h,1162000,S,23/9/17,6,3039,3,1,2,619,129,1965
Mooroolbark,3,h,835000,S,23/9/17,27,3138,3,2,1,940,,
Mount Waverley,4,h,1400000,S,23/9/17,14,3149,4,2,2,664,,
Mount Waverley,3,h,1586000,S,23/9/17,14,3149,3,1,1,718,138,1955
Mount Waverley,4,h,1408000,S,23/9/17,14,3149,4,2,2,692,179,1970
Mulgrave,4,h,1080000,S,23/9/17,19,3170,4,2,2,914,204,1980
Mulgrave,3,h,1105000,S,23/9/17,19,3170,3,2,2,843,,
Mulgrave,5,h,880000,PI,23/9/17,19,3170,5,3,2,654,,1960
Mulgrave,3,h,840000,S,23/9/17,19,3170,3,1,2,656,107,1972
Murrumbeena,3,h,1321188,SP,23/9/17,10,3163,3,1,1,586,200,1945
New Gisborne,5,h,1355000,S,23/9/17,48,3438,5,3,5,44500,44515,
Newport,2,h,1130000,S,23/9/17,6,3015,2,1,2,343,98,1980
Newport,3,h,950000,SP,23/9/17,6,3015,3,1,1,344,,
Niddrie,2,h,800000,S,23/9/17,10,3042,2,1,2,352,83,1950
North Melbourne,2,h,516000,SP,23/9/17,2,3051,2,1,,1044,79,1970
Northcote,3,h,1360000,SP,23/9/17,5,3070,3,2,1,184,,1910
Northcote,2,h,1300000,VB,23/9/17,5,3070,2,1,0,320,,1920
Northcote,4,h,1550000,VB,23/9/17,5,3070,4,2,1,344,162,1900
Northcote,2,h,1015000,S,23/9/17,5,3070,2,1,,145,136,1930
Northcote,4,h,1350000,S,23/9/17,5,3070,4,2,2,264,188,1996
Notting Hill,3,h,1075000,S,23/9/17,17,3168,3,1,3,530,,
Oak Park,2,h,1000000,S,23/9/17,11,3046,2,1,1,742,,
Oak Park,3,t,763000,S,23/9/17,11,3046,3,2,2,220,,
Oakleigh,3,h,760000,PI,23/9/17,12,3166,3,1,1,692,120,1940
Oakleigh East,3,h,1382000,SP,23/9/17,12,3166,3,2,2,847,,
Oakleigh South,4,h,1450000,S,23/9/17,16,3167,4,2,2,771,196,1970
Ormond,4,h,1450000,VB,23/9/17,11,3204,4,2,2,590,178,1940
Ormond,3,h,1540000,S,23/9/17,11,3204,3,1,5,737,,
Ormond,3,t,1060000,PI,23/9/17,11,3204,3,2,2,1606,,
Plumpton,4,h,625500,SP,23/9/17,24,3335,4,2,2,477,178,2012
Port Melbourne,3,h,1725000,PI,23/9/17,4,3207,3,1,2,293,151,1890
Port Melbourne,3,h,1635000,PI,23/9/17,4,3207,3,1,,112,,
Prahran,3,t,1463000,S,23/9/17,5,3181,3,2,2,15,147,1998
Preston,3,h,1150000,SP,23/9/17,8,3072,3,1,2,830,,
Preston,3,h,820000,S,23/9/17,8,3072,3,1,2,493,,
Preston,4,h,950000,S,23/9/17,8,3072,4,1,2,678,,
Reservoir,3,h,901000,S,23/9/17,12,3073,3,1,2,695,,
Reservoir,3,h,680000,VB,23/9/17,12,3073,3,1,1,237,,
Reservoir,3,h,890000,PI,23/9/17,12,3073,3,1,2,725,,
Reservoir,4,h,1190000,S,23/9/17,12,3073,4,2,3,650,,
Reservoir,3,h,855000,PI,23/9/17,12,3073,3,1,2,464,,
Reservoir,4,h,785000,S,23/9/17,12,3073,4,2,2,534,,
Reservoir,5,h,1000000,VB,23/9/17,12,3073,5,2,6,892,361,2004
Reservoir,3,h,800000,S,23/9/17,12,3073,3,1,1,633,,
Reservoir,3,h,1400000,S,23/9/17,12,3073,3,1,6,667,115,1920
Richmond,1,u,400000,VB,23/9/17,2,3121,1,1,1,4425,51,2012
Richmond,3,h,1900000,VB,23/9/17,2,3121,3,1,1,300,,
Ringwood,4,h,999999,PI,23/9/17,20,3134,4,2,2,657,,
Ringwood North,5,h,1100000,SP,23/9/17,20,3134,5,3,2,649,,
Rosanna,3,h,1100000,VB,23/9/17,9,3084,3,1,2,648,,
Rosanna,3,h,850000,S,23/9/17,9,3084,3,1,2,690,,
Roxburgh Park,3,h,426000,S,23/9/17,21,3064,3,2,2,245,134,2004
Sandringham,4,t,1050000,VB,23/9/17,15,3191,4,2,1,173,184,2010
Seddon,2,h,680000,S,23/9/17,5,3011,2,1,0,298,88,1900
South Melbourne,2,h,1151000,S,23/9/17,2,3205,2,1,,128,95,1890
South Melbourne,2,t,817000,S,23/9/17,2,3205,2,2,1,336,,
South Morang,4,h,658500,S,23/9/17,21,3752,4,2,2,444,187,2008
Springvale,3,h,881000,S,23/9/17,21,3171,3,1,4,720,140,1955
St Albans,3,h,645000,S,23/9/17,14,3021,3,1,1,690,,
St Albans,3,h,549500,S,23/9/17,14,3021,3,1,,546,,
St Helena,3,h,897000,S,23/9/17,16,3088,3,2,2,684,150,1985
St Kilda,4,h,2680000,S,23/9/17,5,3182,4,2,1,324,265,1890
St Kilda,2,h,1000000,VB,23/9/17,5,3182,2,1,,106,134,1900
Strathmore,4,h,1625000,S,23/9/17,8,3041,4,3,2,224,,1950
Strathmore,3,h,810000,S,23/9/17,8,3041,3,1,3,492,134,
Sunbury,3,h,657500,S,23/9/17,32,3429,3,2,1,729,167,2001
Sunbury,3,h,778000,S,23/9/17,32,3429,3,2,1,1058,,
Sunbury,5,h,675000,S,23/9/17,32,3429,5,3,2,615,208,2000
Sunbury,4,h,605000,S,23/9/17,32,3429,4,2,2,738,192,2000
Sunbury,4,h,600000,S,23/9/17,32,3429,4,2,1,1007,116,1980
Sunshine North,4,h,895000,S,23/9/17,11,3020,4,2,2,400,,
Sunshine West,3,h,555000,SP,23/9/17,11,3020,3,2,1,156,,
Surrey Hills,4,h,1910000,S,23/9/17,10,3127,4,3,2,416,256,2014
Surrey Hills,3,h,2350000,S,23/9/17,10,3127,3,2,0,843,,
Taylors Lakes,3,h,746000,S,23/9/17,16,3038,3,2,2,649,,
Taylors Lakes,4,h,751000,S,23/9/17,16,3038,4,2,2,712,364,1998
Taylors Lakes,3,h,600000,S,23/9/17,16,3038,3,2,2,657,,
